Format: LABEL: Actual words in document  --  [Pattern used]  {Original file}  Number of occurrence

ADDRESS: If   <| LA |>   had   --   [1155 N LA BREA AVENUE]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: continue   <| for |>   36   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| Southern |>   NH   --   [SOUTHERN NHHIV-AIDS TASK]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 5
COMPANY: &   <| AIDS |>      --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: of   <| new |>   opportunities   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| for |>   a   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Redwood   <| Grove |>      --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Instructional   <| Resource Center |>   For   --   [LIBRARY AND RESOURCE CENTER]  {aidb.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
CONTACT:    <| Richard |>   's   --   [Richard Carmichael]  {aiconline.net} REASON:ONLY_ONE_WORD    Occurrence: 2
ADDRESS: Oring   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: /   <| S |>   Paint   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: implement   <| health |>   programs   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: and   <| AIDS |>   .   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: ,   <| AIDS |>   continues   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Assembly   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Slotted   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| Data |>   and   --   [CENSUS STATE DATA CENTER]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
ADDRESS: :   <| 1 |>   (   --   [1 JUNKINS AVENUE # 4]  {aidsresponse.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 12
ADDRESS: Bolt   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 28
COMPANY: or   <| for |>   any   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Up   <| For |>   Email   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 18
ADDRESS: /   <| S |>   Socket   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 10
COMPANY: Female   <| Institute |>   .   --   [AL INSTITUTE FOR DEAF]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Plunger   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIC |>   started   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: ’   <| s |>   Energized   --   [6460 S 6TH STREET ROAD]  {aiec.coop} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIFS |>   International   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: Study   <| Abroad |>   Programs   --   [9 W BROAD STREET # 7]  {aifs.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: The   <| Grove |>   is   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| aidells sausage company |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 4
CONTACT: succeeded   <| Struck |>   and   --   [Earl Struck]  {aiec.coop} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: /   <| S |>   Head   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Shovel   <| W |>   /   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| AIC |>   family.   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   ,   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 82
COMPANY: new   <| construction |>   ,   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: responsible   <| for |>   the   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: World   <| AIDS |>   Day   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Aidex |>   Corporation   --   [AIDEX CORP]  {aidex.com} REASON:ONLY_ONE_WORD    Occurrence: 4
COMPANY: of   <| Institute |>   presidents   --   [AL INSTITUTE FOR DEAF]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: systems   <| design |>   ,   --   [AUDIO INTERVISUAL DESIGN]  {aidinc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: /   <| AIDS |>   .   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 4
COMPANY:    <| AIH |>   understands   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Association   <| Montessori |>   International   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
ADDRESS: /   <| S |>   Pass   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 116
COMPANY: the   <| Grove |>   are   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: by   <| AIDS |>   can   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: the   <| Grove |>   brings   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: environment   <| for |>   all   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   A4-70   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: BlueCrest   <| Energy |>   ,   --   [ENERGY AUTHORITY]  {aidea.org} REASON:ONLY_ONE_WORD    Occurrence: 6
COMPANY: East   <| Alabama |>   Masonic   --   [ALABAMA INSTITUTE-DEAF-BLIND]  {aidb.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: of   <| insurance |>   in   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Conference   <| for |>   Women   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Insurance |>      --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Fillister   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: ``   <| w |>   20   --   [751 W COMMERCIAL DR]  {aihalaska.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: money   <| auto insurance center |>   ,   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 3
COMPANY: program   <| for |>   adults   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: and   <| American |>   laboratory   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: The   <| Aidan |>   Fund   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 7
ADDRESS: at   <| Junkins Ave |>      --   [1 JUNKINS AVENUE # 4]  {aidsresponse.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 3
COMPANY:    <| Indian |>   Country   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: location   <| abroad |>   ,   --   [9 W BROAD STREET # 7]  {aifs.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: diving   <| industries |>   .   --   [ANALYTICAL INDUSTRIES INCORPORATION]  {aii1.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
CITY: in   <| new |>   communication   --   [NEW YORK]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: National   <| Insurance |>      --   [ALABAMA INSURANCE EXCHANGE INCORPORATION]  {aieins.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
COMPANY:    <| Aidan |>   follows   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Food   <| for |>   the   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 20
ADDRESS: Washer   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 108
ADDRESS: &   <| W |>   Wholesale   --   [813 W NORTHERN LIGHTS BLVD]  {aidea.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
ADDRESS: open   <| road |>   ,   --   [64 MARBLEDALE ROAD]  {aidesign.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: eligibility   <| for |>   this   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
CITY: with   <| industry |>   leaders   --   [CITY OF INDUSTRY]  {aicipc.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: information   <| for cancer |>   patients   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: /   <| S |>   Hi-Low   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
COMPANY: of   <| Grove |>      --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: |   <| Aidells |>      --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 6
COMPANY: ai   <| friedman |>      --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 265X.500X.063   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: ,   <| Aidan |>   ’   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: F-   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
ADDRESS: 4   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 78
COMPANY: provided   <| for |>   convenience   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 328   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: logistics   <| company |>   which   --   [AIF COMPANY]  {aifcompany.com} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: goals   <| for |>   therapy   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: at   <| Aidan |>      --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 5
COMPANY: Instruments   <| Inc |>   .   --   [ANALYTICAL INDUSTRIES INCORPORATION]  {aii1.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 10
COMPANY:    <| AIDP |>   proudly   --   [AIDP INCORPORATION]  {aidp.com} REASON:ONLY_ONE_WORD    Occurrence: 2
ADDRESS: /   <| S |>   6g   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: ,   <| aidells , chicken sausage |>   ,   --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 4
COMPANY: /   <| AIDS |>      --   [AIDS DELAWARE]  {aidsdelaware.org} REASON:ONLY_ONE_WORD    Occurrence: 3
COMPANY: for   <| AIH |>   Travel   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Wierzbowa   <| 9 |>   /   --   [9 W BROAD STREET # 7]  {aifs.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: World   <| Health |>   Worker   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Aircraft   <| Title |>   ,   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: ’   <| s |>   efforts   --   [411 S WELLS STREET # 300]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: ’   <| s |>   building   --   [6460 S 6TH STREET ROAD]  {aiec.coop} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: South   <| Street |>      --   [1802 DIVISION STREET # 701]  {aidex.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
COMPANY: risk   <| for |>   HIV   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: /   <| AIDS |>   milestones   --   [AIDS FOUNDATION OF CHICAGO]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 24
ADDRESS: Patch   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 152
CONTACT: ,   <| Jeff |>   delivers   --   [Jeff Vollandt]  {aidfirst.net} REASON:ONLY_ONE_WORD    Occurrence: 1
ADDRESS: '   <| s |>   just   --   [411 S WELLS STREET # 300]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: available   <| for |>   use   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: with   <| AIH |>   ,   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: Export   <| Authority |>   (   --   [ENERGY AUTHORITY]  {aidea.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY:    <| AIH |>   can   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: check   <| for |>   complications   --   [AID FOR WOMEN]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| TITLE |>   INSURANCE   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 3
ADDRESS: ’   <| s |>   situation   --   [8 S MICHIGAN AVENUE # 1100]  {aidforwomen.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: former   <| AIFS |>   employee   --   [AIFS INCORPORATION]  {aifs.org} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: liability   <| for |>   any   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: School   <| for the Blind |>   ,   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY:    <| AIH |>   ’   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: This   <| new |>   video   --   [1212 NEW YORK AVENUE NW # 750]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: civil   <| legal |>   aid   --   [AIDS LEGAL COUNCIL]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| AIDS Alliance |>   :   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: /   <| S |>   Hi-Collar   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
COMPANY: buy   <| aidells |>      --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS:    <| University |>   of   --   [2801 S UNIVERSITY AVENUE]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 18
COMPANY: to   <| health |>   systems   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Life   <| Insurance |>   .   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: '   <| s |>   supportive   --   [411 S WELLS STREET # 300]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: '   <| s |>   E-mail   --   [2801 S UNIVERSITY AVENUE]  {aiea.ualr.edu} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 9
ADDRESS: /   <| S |>   External   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 8
COMPANY:    <| Health |>   Systems   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Key   <| Insurance |>   Company   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: for   <| industrial computer |>   enclosures   --   [ADVANCE INDUSTRIAL COMPUTER]  {aicipc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 7
COMPANY: About   <| AIH |>   |   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 4
ADDRESS: CHAIN   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: 276X.500X.062   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
ADDRESS: Standoff   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 18
COMPANY: President   <| for |>   Instructional   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: Union   <| Street |>   ,   --   [111 LOCK STREET # 101]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: counseling   <| for |>   students   --   [ALABAMA SCHOOL FOR THE BLIND]  {aidb.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 053-.073thk   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: aircraft   <| title |>   search   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: through   <| a |>   professional   --   [A I FRIEDMAN]  {aifriedman.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Health |>   Practice   --   [AMERICAN INTERNATIONAL HEALTH]  {aiha.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY:    <| Aidells |>      --   [AIDELLS SAUSAGE COMPANY]  {aidells.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: United   <| Auto |>      --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 2715   <| W |>   Harrison   --   [188 W RANDOLPH STREET # 2400]  {aidslegal.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: else   <| for |>   any   --   [AMERICAN INSTITUTE FOR CANCER]  {aicr.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: and   <| title |>   searches   --   [AIC TITLE SVC]  {aictitleservice.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: ,   <| industrial computer |>   ,   --   [ADVANCE INDUSTRIAL COMPUTER]  {aicipc.com} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 11
ADDRESS: 174X.375X.032   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: of   <| Indian |>   tribes   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: /   <| S |>   Hex   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 74
ADDRESS: '   <| s |>   value   --   [411 S WELLS STREET # 300]  {aidschicago.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 2   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 30
COMPANY: Benefit   <| AIDS |>   Response   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 2
COMPANY:    <| Aidan |>   Program   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 5
COMPANY: prevention   <| for women , children |>   ,   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
ADDRESS: 078X.188X.020   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: the   <| insurance |>   companies   --   [AUTO INSURANCE CENTER]  {aicok.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: beyond   <| Aidan |>   .   --   [STREET AIDAN MONTESSORI SCHOOL]  {aidanschool.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Native   <| American |>   Colleges   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: States   <| Indian |>   Industrial   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: that   <| AIH |>   can   --   [AIH DESTINATION MGMT]  {aihtravel.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY: of   <| American Indian |>   /   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
COMPANY: ,   <| AIDS Alliance |>   supports   --   [AIDS ALLIANCE FOR CHILDREN]  {aids-alliance.org} REASON:TOO_SHORT_OR_FEW_CAPITALS    Occurrence: 1
CONTACT: Contact   <| Clay |>   :   --   [Clay Healey]  {aictitleservice.com} REASON:ONLY_ONE_WORD    Occurrence: 1
COMPANY: the   <| Grove |>   a   --   [AIDS MEMORIAL GROVE]  {aidsmemorial.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: of   <| higher |>   education   --   [AMERICAN INDIAN HIGHER ED]  {aihec.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: the   <| construction |>   needs   --   [AIHAMA CONSTRUCTION INCORPORATION]  {aihama.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
ADDRESS: 8-32   <| S |>   /   --   [6628 S DATELAND DR]  {aihfasteners.com} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 2
COMPANY:    <| AIDS |>   Response   --   [AIDS RESPONSE-SEACOAST]  {aidsresponse.org} REASON:ONLY_ONE_WORD    Occurrence: 15
ADDRESS: High   <| Street |>      --   [111 LOCK STREET # 101]  {aidstaskforcenh.org} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
COMPANY: Involved   <| in |>   developing   --   [ADVENTURES IN CREATIVITY]  {aiconline.net} REASON:TOO_SMALL_OR_TOO_SHORT    Occurrence: 1
