Format: LABEL: Previous <| Matched words |> Next  --  [Pattern used]  {Original file}  Number of occurrence
COMPANY: Seattle <| Hotel |> Deals -- [ALEXIS HOTEL]  {alexishotel.com} REASON:ONLY_ONE_WORD  Occurrence: 6

COMPANY: Auto <| Insurance |> Quotes -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

ADDRESS: Clinton <| St. |> Rushville -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> - -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Mazda |> CX-3 -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: About <| Alex |> ' -- [ALEX 'S CATERING]  {alexscatering.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: With <| Alfa |> ’ -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: throughout <| South |> Florida -- [830 S FLAMINGO RD]  {alexfarm.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: your <| Alicat |> flow -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Other <| Insurance |>  -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 14

COMPANY: Call <| Alfa |> ® -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: with <| Algorithm |> ’ -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: at <| Farmers |> , -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: At <| Alicia Air |> we -- [ALICIA AIR CONDITIONING & HTG]  {aliciaair.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY: , <| Audio |> , -- [ALEX AUDIO & VIDEO SVC INC]  {alexav.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: Delmonico <| Steak |> for -- [ALEXUS STEAK HOUSE & TAVERN]  {alexussteakhouse.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Toyota |> Service -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Algorithm |> becomes -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: South <| Alabama |>  -- [AL HILL 'S BOILER SALES]  {alhillboiler.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Women -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 7

CONTACT:  <| Alex |> , -- [ALEX SAMUELS]  {alexav.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: Failure <| Clinic |>  -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: your <| Bridal |> Party -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> Wife.. -- [417 S WILLARD ST]  {alfredoswife.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: the <| Alexian |> Village -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: ' <| s |> located -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: , <| Clinic |> , -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: and <| Alabama |> , -- [AL HILL 'S BOILER SALES]  {alhillboiler.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: by <| Farmers |> New -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

CONTACT:  <| Boone |> Photo -- [KENNETH BOONE]  {alexcityoutlook.com} REASON:ONLY_ONE_WORD  Occurrence: 2

COMPANY: Global <| Luxury |> Alliance -- [ASSOCIATED LUXURY HOTELS INC]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| Garage |> doors -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfa <| Transformer |> : -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY: an <| Alfa |> agent -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

ADDRESS: Exchange <| St. |> Geneseo -- [909 FRONT ST]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Altorfer <| Dr. |> Peoria -- [515 REDWOOD DR]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: - <| Alexian Brothers |> Foundation -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 6

COMPANY:  <| Alicat |> makes -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Auto <| Insurance |> FAQ -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: at <| Alexian Brothers |> Medical -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 4

CONTACT: Following <| Walter |> ' -- [WALTER F ALEXANDER]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Mazda |> MX-5 -- [ALHAMBRA MAZDA]  {alhambramazda.com} REASON:ONLY_ONE_WORD  Occurrence: 1

CONTACT:  <| Boone |> Newspapers -- [KENNETH BOONE]  {alexcityoutlook.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: of <| Algorithm |> , -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Alexian Brothers |> Rehabilitation -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 3

COMPANY:  <| Alexian Brothers |>  -- [ALEXIAN BROTHERS MEDICAL CTR]  {alexianfoundation.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

CONTACT: , <| Walter |> came -- [WALTER F ALEXANDER]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: AMITA <| Health |> Accountable -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Restaurant <| Alfama |>  -- [ALFAMA RESTAURANT INC]  {alfamarestaurant.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: Truck <| Insurance |> Exchange -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Time <| Clinic |>  -- [ALEXANDRIA CLINIC]  {alexclinic.com} REASON:ONLY_ONE_WORD  Occurrence: 11

COMPANY: ™ <| Insurance |> , -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: of <| Roofing |> , -- [ALEX ROOFING INC]  {alexroofing.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: & <| Industrial |>  -- [1630 PEACHTREE INDUSTRIAL BLVD]  {algc.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

ADDRESS: Contact <| Us |>  -- [411 US HIGHWAY 206]  {alfonsos.net} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: Occupational <| Health |>  -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY: new <| Toyota |> vehicles -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: where <| Farmers |> Personal -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Tony Wood |> Obituary -- [TONY L WOOD SR]  {algc.net} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 8

COMPANY:  <| Grace |> is -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: from <| Alicat |> . -- [ALICAT SCIENTIFIC INC]  {alicatscientific.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT:  <| Bryan |> Tozzie -- [BRYAN ALEXANDER]  {alexfarm.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: to <| Algorithm |> where -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Plumbing |>  -- [ALGOR PLUMBING & HEATING SUPL]  {algorphs.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY:  <| Alexian Brothers |> Foundation -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

COMPANY:  <| Alfa |> and -- [ALFA INSURANCE CORP]  {alfains.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alexian Brothers |> Hospital -- [ALEXIAN BROTHERS HEALTH SYSTEM]  {alexianbrothershealth.org} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: site <| doctor |>  -- [3501 TAYLOR DR]  {alexrthomas.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

CONTACT: and <| Bill |> made -- [BILL HALL]  {algonamarine.com} REASON:ONLY_ONE_WORD  Occurrence: 1

ADDRESS: ' <| s |> LS -- [4884 S 300 W]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Alfa |> ™ -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: with <| Algorithm |> for -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY: of <| Fire |> Commissioners -- [ALGONQUIN FIRE DEPT]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfa <| Transformer |> All -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: The <| Outlook |>  -- [ALEXANDER CITY OUTLOOK]  {alexcityoutlook.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: Engine <| Oil |>  -- [ALEXIS OIL CO]  {alexisoil.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| ALGORITHM |> SERVICES -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Transformer |> components -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY:  <| Luxury |> on -- [ASSOCIATED LUXURY HOTELS INC]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

ADDRESS: Corporate <| Drive |> , -- [3501 TAYLOR DR]  {alexrthomas.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Algorithm |>  -- [ALGORITHM INC]  {algorithminc.com} REASON:ONLY_ONE_WORD  Occurrence: 12

COMPANY: , <| Alexian |> Village -- [ALEXIAN BROTHERS REHAB]  {alexianvillage.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: on <| Alger |> to -- [ALGER MANUFACTURING CO INC]  {alger1.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: At <| Grace |> , -- [GRACE BRETHREN CHURCH]  {alexgbc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: to <| Alexander |> with -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Smart <| Insurance |> Discounts -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY:  <| Transformer |> Repair -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: The <| Alexander |> family -- [ALEXANDER LUMBER CO]  {alexlbr.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Alfa <| Transformer |> 6107 -- [ALLEN TRANSFORMER CO]  {alfatransformer.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Alfred <| Angelo |> ’ -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Farmers |> Mobile -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 5

COMPANY: a <| Farmers |> agent -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 7

COMPANY: popular <| Toyota |> models -- [ALEXANDRIA TOYOTA]  {alexandriatoyota.com} REASON:ONLY_ONE_WORD  Occurrence: 1

COMPANY:  <| Farmers |> HelpPoint -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: your <| Farmers |> agent -- [FARMERS INSURANCE GROUP]  {alexsayeri.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: Visit <| Alexia Admor |> for -- [ALEXIA ADMOR FRENCH DESIGNER]  {alexiaadmor.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: 212 <| West 35th St. |> 5th -- [225 W 34TH ST # 1615]  {algren.com} REASON:TOO_SHORT_OR_FEW_CAPITALS  Occurrence: 1

ADDRESS: ' <| s |> have -- [5917 S THOMPSON AVE]  {alfellowship.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Elementary |> LUNCH -- [FAIR HAVEN ELEMENTARY SCHOOL]  {algonac.k12.mi.us} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY:  <| Advanced |> Certification -- [ADVANCED LOGIC INDUSTRIES INC]  {ali-inc.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

COMPANY: the <| Alf |> hat -- [ALF WEAR]  {alfwear.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 2

ADDRESS: Millennium <| Park |>  -- [7652 ASHLEY PARK CT]  {alhi.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 4

COMPANY:  <| Alfred |> Angelo -- [ANGELO ALFRED BRIDAL]  {alfredangelostores.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 6

COMPANY:  <| Village |> Board -- [ALGONQUIN VILLAGE HALL]  {algonquin.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: ½s <| Inn |> serves -- [ALFIE 'S INN INC]  {alfiesinn.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Unique <| Garage |> Door -- [ALICIA GARAGE DOORS]  {aliciagaragedoors.com} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 3

COMPANY: Foreign <| Fire |> Insurance -- [ALGONQUIN FIRE DEPT]  {alfpd.org} REASON:TOO_SMALL_OR_TOO_SHORT  Occurrence: 1

COMPANY: Call <| Alfa |>  -- [ALFA CORP]  {alfacompanies.com} REASON:ONLY_ONE_WORD  Occurrence: 2

